
##### Table #####,Adventure
"藥入奇經八脈，賦予隊友3回合減傷、右側2個魂芯強化，獲得2層藥力。

【減傷】：被攻擊時，每層減傷降低30%技能效果，最高3層。
【強化】：每層強化提升本角色30%的技能效果，最高3層。
【藥力】：梨花發動四魂技能時觸發隊友技能，最高6層。","약효과 기경팔맥까지. 동료에게 3턴간 [피해 감소]를 부여하고 우측 2개의 혼에 [강화]를 부여한 뒤, 2중첩의 [약효]를 얻는다.
 
 [피해 감소]: 중첩될 때마다 본 캐릭터가 받게 되는 공격 스킬 효과가 30%씩 감소한다.(최대 3회)
 [강화]: 중첩될 때마다 본 캐릭터의 스킬 효과가 30%씩 증가한다.(최대 3회)
 [약효]: 리화가 4혼스킬을 발동할 시 동료의 스킬을 발동시킨다.(최대 6중첩)"
"藥入奇經八脈，治癒我方全體($HEAL:1.6)，賦予3回合靈巧。歸零藥力層數。

【靈巧】：被攻擊時，每層靈巧提升30%的閃避機率，最高3層。
【藥力】：梨花發動四魂技能時觸發隊友技能，最高6層。","약효과 기경팔맥까지. 아군 전체를 치유($HEAL:1.6)하고 3턴간 [민첩]을 부여한다. [약효]의 중첩수가 0이 된다.
 
 [민첩]: 중첩될 때마다 공격을 회피할 확률이 30%씩 증가한다.
 [약효]: 리화가 4혼스킬을 발동할 시 동료의 스킬을 발동시킨다.(최대 6중첩)"
藥氣蒸騰,끓어오르는 약기운
天外異香,천외의 향기
活骨湯,활골탕
注神湯,주신탕
清淤靈心湯,심신정화탕
"本角色發動四魂技能時，視藥力層數觸發隊友相應技能。

【藥力】：梨花發動四魂技能時觸發隊友技能，最高6層。","본 캐릭터가 4혼스킬을 발동하면 [약효] 중첩 수에 해당하는 동료의 혼스킬을 발동시킨다.
 
 [약효]: 리화가 4혼스킬을 발동할 시 동료의 스킬을 발동시킨다.(최대 6중첩)"
"呼喚梨花，賦予左側4個魂芯轉盾，右側4個魂芯強化，冷卻時間為6。

【轉盾】：被攻擊後，每層轉盾獲得總護盾值10%的護盾，最高3層。
【強化】：每層強化提升本角色30%的技能效果，最高3層。","리화를 불러내 좌측 4개의 혼에 [실드 전환]을 부여하고 우측 4개의 혼에 [강화]를 부여한다. [CD: 6]
 
 [실드 전환]: 본 캐릭터는 공격을 받은 후, 1중첩당 자신의 전체 실드량의 10%씩 실드를 회복한다.(최대 3회)
 [강화]: 중첩될 때마다 본 캐릭터의 스킬 효과가 30%씩 증가한다.(최대 3회)"
"藥入奇經八脈，賦予左側4個魂芯轉盾，獲得1層藥力。

【轉盾】：被攻擊後，每層轉盾獲得總護盾值10%的護盾，最高3層。
【藥力】：梨花發動四魂技能時觸發隊友技能，最高6層。","약효과 기경팔맥까지. 좌측 4개의 혼에 [실드 전환]을 부여하고 1중첩의 [약효]를 얻는다.
 
 [실드 전환]: 본 캐릭터는 공격을 받은 후 1중첩 당 자신의 전체 실드량의 10%씩 실드를 회복한다.(최대 3회)
 [약효]: 리화가 4혼스킬을 발동할 시 동료의 스킬을 발동시킨다.(최대 6중첩)"
"藥入奇經八脈，賦予隊友3回合減傷、右側4個魂芯強化，獲得2層藥力。

【減傷】：被攻擊時，每層減傷降低30%技能效果，最高3層。
【強化】：每層強化提升本角色30%的技能效果，最高3層。
【藥力】：梨花發動四魂技能時觸發隊友技能，最高6層。","약효과 기경팔맥까지. 동료에게 3턴간 [피해 감소]를 부여하고 우측 4개의 혼에 [강화]를 부여한 뒤, 2중첩의 [약효]를 얻는다.
 
 [피해 감소]: 중첩될 때마다 본 캐릭터가 받게 되는 공격 스킬 효과가 30%씩 감소한다.(최대 3회)
 [강화]: 중첩될 때마다 본 캐릭터의 스킬 효과가 30%씩 증가한다.(최대 3회)
 [약효]: 리화가 4혼스킬을 발동할 시 동료의 스킬을 발동시킨다.(최대 6중첩)"
"藥入奇經八脈，治癒我方全體($HEAL:2.4)，賦予3回合靈巧。歸零藥力層數。

【靈巧】：被攻擊時，每層靈巧提升30%的閃避機率，最高3層。
【藥力】：梨花發動四魂技能時觸發隊友技能，最高6層。","약효과 기경팔맥까지. 아군 전체를 치유($HEAL:2.4)하고 3턴간 [민첩]을 부여한다. [약효]의 중첩수가 0이 된다.
 
 [민첩]: 중첩될 때마다 공격을 회피할 확률이 30%씩 증가한다.
 [약효]: 리화가 4혼스킬을 발동할 시 동료의 스킬을 발동시킨다.(최대 6중첩)"
藥氣蒸騰,끓어오르는 약기운
天外異香,천외의 향기
活骨湯,활골탕
注神湯,주신탕
清淤靈心湯,심신정화탕
"每場戰鬥開始時獲得1層藥力，
本角色發動四魂技能時，視藥力層數觸發隊友相應技能。

【藥力】：梨花發動四魂技能時觸發隊友技能，最高6層。","매번 전투가 시작될 때마다 1중첩의 [약효]를 얻는다.
 본 캐릭터가 4혼스킬을 발동할 시, 동료는 [약효] 중첩수에 상응하는 혼스킬을 발동한다.
 
 [약효]: 리화가 4혼스킬을 발동할 시 동료의 스킬을 발동시킨다.(최대 6중첩)"
"呼喚梨花，賦予左側4個魂芯轉盾，右側4個魂芯強化，冷卻時間為6。

【轉盾】：被攻擊後，每層轉盾獲得總護盾值10%的護盾，最高3層。
【強化】：每層強化提升本角色30%的技能效果，最高3層。","리화를 불러내 좌측 4개의 혼에 [실드 전환]을 부여하고 우측 4개의 혼에 [강화]를 부여한다. [CD: 6]
 
 [실드 전환]: 본 캐릭터는 공격을 받은 후, 1중첩당 자신의 전체 실드량의 10%씩 실드를 회복한다.(최대 3회)
 [강화]: 중첩될 때마다 본 캐릭터의 스킬 효과가 30%씩 증가한다.(최대 3회)"
"藥入奇經八脈，賦予左側4個魂芯轉盾，獲得1層藥力。

【轉盾】：被攻擊後，每層轉盾獲得總護盾值10%的護盾，最高3層。
【藥力】：梨花發動四魂技能時觸發隊友技能，最高6層。","약효과 기경팔맥까지. 좌측 4개의 혼에 [실드 전환]을 부여하고 1중첩의 [약효]를 얻는다.
 
 [실드 전환]: 본 캐릭터는 공격을 받은 후 1중첩 당 자신의 전체 실드량의 10%씩 실드를 회복한다.(최대 3회)
 [약효]: 리화가 4혼스킬을 발동할 시 동료의 스킬을 발동시킨다.(최대 6중첩)"
"藥入奇經八脈，賦予隊友4回合減傷、右側6個魂芯強化，獲得2層藥力。

【減傷】：被攻擊時，每層減傷降低30%技能效果，最高3層。
【強化】：每層強化提升本角色30%的技能效果，最高3層。
【藥力】：梨花發動四魂技能時觸發隊友技能，最高6層。","약효과 기경팔맥까지. 동료에게 4턴간 [피해 감소]를 부여하고 우측 6개의 혼에 [강화]를 부여한 뒤, 2중첩의 [약효]를 얻는다.
 
 [피해 감소]: 중첩될 때마다 본 캐릭터가 받게 되는 공격 스킬 효과가 30%씩 감소한다.(최대 3회)
 [강화]: 중첩될 때마다 본 캐릭터의 스킬 효과가 30%씩 증가한다.(최대 3회)
 [약효]: 리화가 4혼스킬을 발동할 시 동료의 스킬을 발동시킨다.(최대 6중첩)"
"藥入奇經八脈，治癒我方全體($HEAL:2.4)，賦予3回合靈巧。歸零藥力層數。

【靈巧】：被攻擊時，每層靈巧提升30%的閃避機率，最高3層。
【藥力】：梨花發動四魂技能時觸發隊友技能，最高6層。","약효과 기경팔맥까지. 아군 전체를 치유($HEAL:2.4)하고 3턴간 [민첩]을 부여한다. [약효]의 중첩수가 0이 된다.
 
 [민첩]: 중첩될 때마다 공격을 회피할 확률이 30%씩 증가한다.
 [약효]: 리화가 4혼스킬을 발동할 시 동료의 스킬을 발동시킨다.(최대 6중첩)"
藥氣蒸騰,끓어오르는 약기운
天外異香,천외의 향기
活骨湯,활골탕
注神湯,주신탕
清淤靈心湯,심신정화탕
"每場戰鬥開始時獲得2層藥力，
本角色發動四魂技能時，視藥力層數觸發隊友相應技能。

【藥力】：梨花發動四魂技能時觸發隊友技能，最高6層。","매번 전투가 시작될 때마다 2중첩의 [약효]를 얻는다.
본 캐릭터가 4혼스킬을 발동할 시, 동료는 [약효] 중첩수에 상응하는 혼스킬을 발동한다.
 
 [약효]: 리화가 4혼스킬을 발동할 시 동료의 스킬을 발동시킨다.(최대 6중첩)"
"呼喚梨花，賦予左側4個魂芯轉盾，右側4個魂芯強化，冷卻時間為5。

【轉盾】：被攻擊後，每層轉盾獲得總護盾值10%的護盾，最高3層。
【強化】：每層強化提升本角色30%的技能效果，最高3層。","리화를 불러내 좌측 4개의 혼에 [실드 전환]을 부여하고 우측 4개의 혼에 [강화]를 부여한다. [CD: 5]
 
 [실드 전환]: 본 캐릭터는 공격을 받은 후, 1중첩당 자신의 전체 실드량의 10%씩 실드를 회복한다.(최대 3회)
 [강화]: 중첩될 때마다 본 캐릭터의 스킬 효과가 30%씩 증가한다.(최대 3회)"
"藥入奇經八脈，賦予左側4個魂芯轉盾，獲得1層藥力。

【轉盾】：被攻擊後，每層轉盾獲得總護盾值10%的護盾，最高3層。
【藥力】：梨花發動四魂技能時觸發隊友技能，最高6層。","약효과 기경팔맥까지. 좌측 4개의 혼에 [실드 전환]을 부여하고 1중첩의 [약효]를 얻는다.
 
 [실드 전환]: 본 캐릭터는 공격을 받은 후 1중첩 당 자신의 전체 실드량의 10%씩 실드를 회복한다.(최대 3회)
 [약효]: 리화가 4혼스킬을 발동할 시 동료의 스킬을 발동시킨다.(최대 6중첩)"
"藥入奇經八脈，賦予隊友4回合減傷、右側6個魂芯強化，獲得2層藥力。

【減傷】：被攻擊時，每層減傷降低30%技能效果，最高3層。
【強化】：每層強化提升本角色30%的技能效果，最高3層。
【藥力】：梨花發動四魂技能時觸發隊友技能，最高6層。","약효과 기경팔맥까지. 동료에게 4턴간 [피해 감소]를 부여하고 우측 6개의 혼에 [강화]를 부여한 뒤, 2중첩의 [약효]를 얻는다.
 
 [피해 감소]: 중첩될 때마다 본 캐릭터가 받게 되는 공격 스킬 효과가 30%씩 감소한다.(최대 3회)
 [강화]: 중첩될 때마다 본 캐릭터의 스킬 효과가 30%씩 증가한다.(최대 3회)
 [약효]: 리화가 4혼스킬을 발동할 시 동료의 스킬을 발동시킨다.(최대 6중첩)"
"藥入奇經八脈，治癒我方全體($HEAL:2.4)，賦予3回合靈巧並獲得2個白色魂芯。藥力回到1層。

【靈巧】：被攻擊時，每層靈巧提升30%的閃避機率，最高3層。
【藥力】：梨花發動四魂技能時觸發隊友技能，最高6層。","약효과 기경팔맥까지. 아군 전체를 치유($HEAL:2.4)하고 3턴간 [민첩]을 부여한 뒤 2개의 백색혼을 얻는다. [약효]의 중첩수가 1이 된다.
 
 [민첩]: 중첩될 때마다 공격을 회피할 확률이 30%씩 증가한다.
 [약효]: 리화가 4혼스킬을 발동할 시 동료의 스킬을 발동시킨다.(최대 6중첩)"
無影掌,무영장
天翔踢,천상각
騰雲腳,등운각
飛燕腿,비연각
迴影崩華,순영산화
"本角色因靈巧發動而閃過敵方攻擊時，對攻擊者進行破甲攻擊($BK:1.6)。

【靈巧】：被攻擊時，每層靈巧提升30%的閃避機率，最高3層。
【反擊限制】：每回合內，本技能不會由於同目標的技能效果而導致重複觸發。","본 캐릭터가 [민첩] 효과로 적의 공격을 회피할 시, 공격자에게 실드 공격($BK:1.6)을 가한다.

[민첩]: 중첩될 때마다 공격을 회피할 확률이 30%씩 증가한다.(최대 3회)
[반격 제한]: 본 스킬은 동일한 대상에게 한 턴에 중복하여 발동되지 않는다."
呼喚米蘭達，破甲攻擊敵方指定角色($BK:0.8)，冷卻時間為3。,미란다를 불러내 지정된 적에게 실드 공격($BK:0.8)을 가한다. [CD: 3]
"任何力量都有意義，
破甲攻擊敵方指定角色($BK:0.8)。","의미없는 힘이란 존재하지 않는 법.
지정된 적에게 실드 공격($BK:0.8)을 가한다"
"任何力量都有意義，
賦予自己2回合靈巧並對敵方末位破甲攻擊($BK:2)。

【靈巧】：被攻擊時，每層靈巧提升30%的閃避機率，最高3層。","의미없는 힘이란 존재하지 않는 법.
자신에게 2턴간 [민첩]을 부여하고 후방의 적에게 실드 공격($BK:2)을 가한다.

[민첩]: 중첩될 때마다 공격을 회피할 확률이 30%씩 증가한다."
"任何力量都有意義，
破甲攻擊敵方指定角色($BK:3)。","의미없는 힘이란 존재하지 않는 법.
지정된 적에게 실드 공격($BK:3)을 가한다."
無影掌,무영장
天翔踢,천상각
騰雲腳,등운각
飛燕腿,비연각
迴影崩華,순영산화
"本角色因靈巧發動而閃過敵方攻擊時，對攻擊者進行破甲攻擊($BK:1.8)。

【靈巧】：被攻擊時，每層靈巧提升30%的閃避機率，最高3層。
【反擊限制】：每回合內，本技能不會由於同目標的技能效果而導致重複觸發。","본 캐릭터가 [민첩] 효과로 적의 공격을 회피할 시, 공격자에게 실드 공격($BK:1.8)을 가한다.

[민첩]: 중첩될 때마다 공격을 회피할 확률이 30%씩 증가한다.(최대 3회)
[반격 제한]: 본 스킬은 동일한 대상에게 한 턴에 중복하여 발동되지 않는다."
呼喚米蘭達，破甲攻擊敵方指定角色($BK:0.8)，冷卻時間為3。,미란다를 불러내 지정된 적에게 실드 공격($BK:0.8)을 가한다. [CD: 3]
"任何力量都有意義，
破甲攻擊敵方指定角色($BK:0.8)。","의미없는 힘이란 존재하지 않는 법.
지정된 적에게 실드 공격($BK:0.8)을 가한다."
"任何力量都有意義，
賦予自己2回合靈巧並對敵方末位破甲攻擊($BK:2)。

【靈巧】：被攻擊時，每層靈巧提升30%的閃避機率，最高3層。","의미없는 힘이란 존재하지 않는 법.
자신에게 2턴간 [민첩]을 부여하고 후방의 적에게 실드 공격($BK:2)을 가한다.

[민첩]: 중첩될 때마다 공격을 회피할 확률이 30%씩 증가한다.(최대 3회)"
"任何力量都有意義，
破甲攻擊敵方指定角色($BK:3)，
若目標非敵方末位，額外破甲攻擊($BK:1)目標身後的敵方，
若目標非敵方首位，額外破甲攻擊($BK:1)並暈眩目標前一位的敵方。

【暈眩】：無法施展技能，被攻擊後解除。","의미없는 힘이란 존재하지 않는 법.
지정된 적에게 실드 공격($BK:3)을 가한다.
타깃이 후방의 적이 아닐 경우, 타깃 앞의 적에게 추가로 실드 공격($BK:1)을 가한다.
타깃이 전방의 적이 아닐 경우, 타깃 뒤의 적에게 추가로 실드 공격($BK:1)을 가하고 [기절]을 부여한다.

[기절]: 본 캐릭터는 어떤 스킬도 사용할 수 없으며 공격을 받으면 원상태로 돌아온다."
無影空勁,무영기공파
天地落,천지 나락
千鈞墜,천근 낙하
破伐震,파벌진
崩嶽武蓮,폭산연무
"本角色因靈巧發動而閃過敵方攻擊時，對攻擊者進行破甲攻擊($BK:2)。

【靈巧】：被攻擊時，每層靈巧提升30%的閃避機率，最高3層。
【反擊限制】：每回合內，本技能不會由於同目標的技能效果而導致重複觸發。","본 캐릭터가 [민첩] 효과로 적의 공격을 회피할 시, 공격자에게 실드 공격($BK:2)을 가한다

[민첩]: 중첩될 때마다 공격을 회피할 확률이 30%씩 증가한다.(최대 3회)
[반격 제한]: 본 스킬은 동일한 대상에게 한 턴에 중복하여 발동되지 않는다."
"呼喚米蘭達，破甲攻擊敵方指定角色($BK:1)，
若指定角色非首位，額外破甲攻擊目標前一位的敵方($BK:1.5)，冷卻時間為3。","미란다를 불러내 지정된 적에게 실드 공격($BK:1)을 가한다. 
타깃이 전방의 적이 아닐 경우, 타깃 앞의 적에게 추가로 실드 공격($BK:1.5)을 가한다. [CD: 3]"
"任何力量都有意義，
破甲攻擊敵方指定角色($BK:1)，
若指定角色非首位，額外破甲攻擊目標前一位的敵方($BK:1.5)。","의미없는 힘이란 존재하지 않는 법.
지정된 적에게 실드 공격($BK:1)을 가한다.
타깃이 전방의 적이 아닐 경우, 타깃 앞의 적에게 추가로 실드 공격($BK:1.5)을 가한다."
"任何力量都有意義，
賦予自己2回合靈巧並對敵方末位破甲攻擊($BK:2)。

【靈巧】：被攻擊時，每層靈巧提升30%的閃避機率，最高3層。","의미없는 힘이란 존재하지 않는 법.
자신에게 2턴간 [민첩]을 부여하고 후방의 적에게 실드 공격($BK:2)을 가한다

[민첩]: 중첩될 때마다 공격을 회피할 확률이 30%씩 증가한다.(최대 3회)"
"任何力量都有意義，
破甲攻擊敵方指定角色($BK:4)，
若目標非敵方末位，額外破甲攻擊($BK:1)目標身後的敵方，
若目標非敵方首位，額外破甲攻擊($BK:1)並暈眩目標前一位的敵方。

【暈眩】：無法施展技能，被攻擊後解除。","의미없는 힘이란 존재하지 않는 법.
지정된 적에게 실드 공격($BK:4)을 가한다. 
타깃이 후방의 적이 아닐 경우, 타깃 뒤의 적에게 추가로 실드 공격($BK:1)을 가한다.
타깃이 전방의 적이 아닐 경우, 타깃 앞의 적에게 추가로 실드 공격($BK:1)을 가하고 [기절]을 부여한다.

[기절]: 본 캐릭터는 어떤 스킬도 사용할 수 없으며 공격을 받으면 원상태로 돌아온다."
,
疊影術,분신술
無蹤術,은신술
風遁．飛葉瞬身,풍둔．비엽순신의 술
秘術．飛刃潛影,비기．비인잠영의 술
奧義．破魔輪舞,오의．파마원무
"戰鬥開始時，若雅辛托斯沒有靈巧，獲得永久靈巧。閃避成功時，獲得分身。

【靈巧】：被攻擊時，每層靈巧提升30%的閃避機率，最高3層。
【分身】：雅辛托斯提升技能係數，最高5層。","전투 시작 시, 야킨토스에게 [민첩]이 없을 경우 영구적으로 [민첩]을 얻는다. 회피 성공 시 [분신]을 얻는다.

[민첩]: 중첩될 때마다 공격을 회피할 확률이 30%씩 증가한다.(최대 3회)
[분신]: 야킨토스의 스킬 계수가 증가한다.(최대 5회)"
"我方擁有靈巧的角色，技能效果增加30%。

【靈巧】：被攻擊時，每層靈巧提升30%的閃避機率，最高3層。","[민첩]을 지닌 아군 캐릭터의 스킬 효과가 30% 증가한다.

[민첩]: 중첩될 때마다 공격을 회피할 확률이 30%씩 증가한다.(최대 3회)"
"忍者阿辛來也，自身獲得5回合靈巧與嘲諷。

【靈巧】：被攻擊時，每層靈巧提升30%的閃避機率，最高3層。
【嘲諷】：本角色成為優先被指定的目標。","닌자 야킨토스 등장! 자신에게 5턴간 [민첩] 및 [도발]을 부여한다.

[민첩]: 중첩될 때마다 공격을 회피할 확률이 30%씩 증가한다.(최대 3회)
[도발]: 도발이 부여된 캐릭터가 우선 공격 목표로 지정된다."
"忍者阿辛來也，穿透攻擊敵方首位($ATK:1.35)，每多1層分身，增加($ATK:0.35)。

【分身】：雅辛托斯提升技能係數，最高5層。","닌자 야킨토스 등장! 전방의 적에게 관통 공격($ATK:1.35)을 가하고 [분신]이 1중첩 증가할 때마다 공격력이 ($ATK:0.35)씩 증가한다.
[분신]: 야킨토스의 스킬 계수가 증가한다.(최대 5회)"
"忍者阿辛來也，穿透敵方全體($ATK:1.25)，每多1層分身，增加($ATK:0.25)。

【分身】：雅辛托斯提升技能係數，最高5層。","닌자 야킨토스 등장! 적 전체에게 관통 공격($ATK:1.25)을 가하고 [분신]이 1중첩 증가할 때마다 공격력이 ($ATK:0.25)씩 증가한다.

[분신]: 야킨토스의 스킬 계수가 증가한다.(최대 5회)"
,
熱血爆發,열혈폭발
正義呼喚,정의의 외침
閃耀騎士踢擊,플래시 나이트 킥
光速衝刺狂潮,광속의 러쉬 킥
千兆破曉流星,기가 돈 메테오
"永久嘲諷，傑羅姆受到敵方攻擊後，若血量在最大血量50%以下，進入變身狀態，此狀態於該波次戰鬥結束時解除。

【嘲諷】：本角色成為優先被指定的目標。","영구적으로 [도발]을 얻는다. 제롬이 적의 공격을 받아 최대 HP가 50% 이하로 내려가면 변신한다. 전투에서 떠나면 변신이 해제된다.

[도발]: 도발이 부여된 캐릭터가 우선 공격 목표로 지정된다."
攻擊敵方指定角色($ATK:0.8)，若我方角色血量百分比總和不大於100，攻擊敵方指定角色($ATK:8)，冷卻時間5。,지정된 적에게 기본 공격($ATK:0.8)을 가한다. 아군 캐릭터의 HP 합계 %가 100 이하일 경우 지정된 적에게 공격($ATK:8)을 가한다. [CD: 5]
"燃燒吧，我的太陽之心！
攻擊敵方首位角色($ATK:0.2)。
若傑羅姆在變身狀態，則改為攻擊敵方首位角色($ATK:2)。","타올라라! 나의 태양혼이여!
전방의 적에게 기본 공격($ATK:0.2)을 가한다.
제롬이 변신 상태일 경우 전방의 적에게 기본 공격($ATK:2)을 가한다."
"燃燒吧，我的太陽之心！
攻擊敵方全體($ATK:0.2)。
若傑羅姆在變身狀態，則改為攻擊敵方全體($ATK:2)。","타올라라! 나의 태양혼이여!
적 전체에게 기본 공격($ATK:0.2)을 가한다.
제롬이 변신 상태일 경우 적 전체에게 기본 공격($ATK:2)을 가한다."
"燃燒吧，我的太陽之心！
獲得永久變身，賦予全部魂芯強化。
若傑羅姆在變身狀態，則改為攻擊指定敵方($ATK:10)，治癒自身全部血量後移除變身。

【強化】：每層強化提升本角色30%的技能效果，最高3層。","타올라라! 나의 태양혼이여!
영구적으로 변신 상태에 진입하고 혼 전체에 [강화]를 부여한다.
제롬이 변신 상태일 경우 지정된 적에게 기본 공격($ATK:10)을 가한 뒤 자신의 체력을 전부 회복하고 변신이 해제된다.
[강화]: 중첩될 때마다 본 캐릭터의 스킬 효과가 30%씩 증가한다.(최대 3회)"
,
變因排除,변수 제거
環境控制,환경 통제
魂能爆發,혼에너지 폭발
閾值突破,한계 돌파
魂能超載,혼에너지 오버로드
消除全部黑色魂芯,모든 흑색 혼을 제거한다
消除全部白色魂芯,모든 백색 혼을 제거한다
攻擊敵方隨機角色($ATK:2.5)，並消除所有金色魂芯，額外消除的金色魂芯越多傷害越高。,임의의 적에게 공격($ATK:2.5)을 가하고 모든 금색 혼을 제거한다. 제거된 금색 혼 개수에 따라 공격력이 증가한다
我方回合開始時，移除所有金色魂芯，金位角色施展二魂技能。,"아군 턴 종료 시, 금색 혼의 개수가 5개 이상이면 금속성 캐릭터는 2혼 스킬을 발동한다."
我方回合結束時，若金色魂芯的數量大於等於9個，本角色施放四魂技能。,"아군 턴 종료 시, 금색 혼의 개수가 9개 이상이면 본 캐릭터는 4혼 스킬을 발동한다."
,
人工填沙,인공 모래
藝術光芒,예술의 오로라
完美雕塑,아름다운 조각
沙坑祕寶,모래판의 보물
矗立的沙色巨塔,우뚝 솟은 모래탑
"場上同伴施放三魂技能後賦予我方全體角色減傷，璃的沙堡增加一層，最高3層。

【觸發限制】：下次我方回合開始前，最多觸發3次。
【減傷】：被攻擊時，每層減傷降低30%技能效果，最高3層。","전장에 있는 동료가 3혼 스킬을 발동한 후 아군 전체에게 [피해 감소]를 부여하고 리의 모래성 중첩수가 1 늘어난다. [최대 3중첩]
 
 [발동 제한]: 다음 아군 턴 시작 전까지 최대 3회 발동한다.
 [피해 감소]: 중첩될 때마다 본 캐릭터가 받게 되는 공격 스킬 효과가 30%씩 감소한다.(최대 3회)"
"璃助陣，場上我方角色施展使操作區魂芯產生變化的技能後，該角色獲得2回合減傷。

【觸發限制】：下次我方回合開始前，每名我方角色最多獲得3次減傷。
【減傷】：被攻擊時，每層減傷降低30%技能效果，最高3層。","리의 도움으로 전장에 있는 아군 캐릭터가 혼배열에 영향을 주는 스킬을 발동한 후 해당 캐릭터는 2턴간 [피해 감소]를 얻는다.
 
 [발동 제한]: 다음 아군 턴 시작 전까지 아군 캐릭터 1명당 최대 3회까지 획득할 수 있다. 
 [피해 감소]: 중첩될 때마다 본 캐릭터가 받게 되는 공격 스킬 효과가 30%씩 감소한다.(최대 3회)"
"建設中小心頭頂，
疊盾我方全體($ARM:0.4)，移除2個金色魂芯。","건설 중! 머리 조심!
 아군 전체의 실드를 채우고($ARM:0.4) 2개의 금색혼을 제거한다."
"建設中小心頭頂，
治癒我方全體角色($HEAL:0.9)。","건설 중! 머리 조심!
 아군 전체를 치유($HEAL:0.9)한다."
"建設中小心頭頂，
攻擊敵方全體($ATK:1.6)、賦予弱化並使自己砂堡的層數回到一層，施展技能時每層砂堡使攻擊提升、弱化的效果延長2回合。

【弱化】：每層弱化降低本角色30%的技能效果，最高3層。","건설 중! 머리 조심!
 적 전체에게 공격($ATK:1.6)을 가하고 [약화]를 부여한 후 자신의 모래성 중첩수를 1로 만든다. 스킬을 발동할 시 모래성 중첩 수에 따라 공격력이 증가하고 [약화] 효과가 2턴 연장된다.
 
 [약화]: 중첩될 때마다 본 캐릭터의 스킬 효과가 30%씩 감소한다.(최대 3회)"
,
風情萬種,가득 담긴 운치
艷麗一夏,곱고 아름다운 여름
魅力無法擋,막을 수 없는 매력
迷醉眾人倒,흠뻑 빠져봐
致命吸引力,치명적인 유혹
"使用金色或白色魂芯後，若黑色魂芯數量大於等於10，則本角色施展六魂技能。

【觸發限制】：下次本角色回合開始前，此效果不會重複觸發。","금색 또는 백색혼을 사용한 후 흑색혼의 수가 10개 이상이면 본 캐릭터는 6혼스킬을 발동한다.
 
 [발동 제한]: 다음 본 캐릭터의 턴 시작 전까지 이 효과는 중복되어 발동되지 않는다."
芙蕾莉卡助陣，我方場上角色施展技能時，根據操作區中該角色魂芯數量提升技能效果，每個提升5%。,"프렐리카의 도움으로 전장에 있는 아군 캐릭터가 스킬을 발동할 시, 컨트롤존에 있는 해당 캐릭터 속성의 혼 개수 1개당 스킬 효과가 5%씩 증가한다."
"性感無罪，魅力有理，
破甲攻擊敵方指定角色($BK:1)，將2個非黑色魂芯轉為黑色。","섹시함은 무죄! 응당 갖춰야 할 매력!
 지정된 적에게 실드 공격($BK:1)을 가하고 2개의 흑색이 아닌 혼을 흑색으로 전환한다."
"性感無罪，魅力有理，
賦予自身2回合2層戰意，將指定我方角色的所有魂芯轉成黑色。

【戰意】：每層戰意提升30%技能效果，施展技能後增加1層，最高3層。","섹시함은 무죄! 응당 갖춰야 할 매력!
 자신에게 2턴간 2중첩의 [전의]를 부여하고 지정된 아군 캐릭터 속성의 혼을 전부 흑색으로 전환한다.
 
 [전의]: 스킬을 시전하면 1회 중첩되고 본 캐릭터의 스킬 효과가 30% 증가한다.(최대 3회)"
"性感無罪，魅力有理，
移除所有黑色魂芯並對所有敵人進行破甲攻擊($BK:2)，本角色施展技能時，操作區的黑色魂芯數量越多則傷害越高。","섹시함은 무죄! 응당 갖춰야 할 매력!
 모든 흑색혼을 제거하고 전체 적에게 실드 공격($BK:2)을 가한다. 본 캐릭터가 스킬을 발동할 시, 컨트롤존에 있는 흑색혼의 개수가 많을수록 피해량이 증가한다."
,
追浪時刻,파도가 일렁이는 순간
戲水衝刺,물놀이 전력 스퍼트
沁涼夏風,차디 찬 여름 바람
驕陽風姿,뙤약볕의 풍채
熱夏乘浪行,파도에 몸을 맡겨
"場上我方角色施展使操作區魂芯產生變化的技能後，黯月攻擊敵方全體($ATK:0.4)。

【觸發限制】：下次我方回合開始前，最多觸發2次黯月的攻擊。","전장에 있는 아군 캐릭터가 혼배열에 영향을 주는 스킬을 발동한 후, 야미츠키는 전체 적에게 기본 공격($ATK:0.4)을 가한다.

 [발동 제한]: 다음 아군 턴 시작 전까지 야미츠키의 공격 최대 2회 발동."
"黯月助陣，場上我方角色施展使操作區魂芯產生變化的技能後，黯月攻擊敵方全體($ATK:0.4)。

【觸發限制】：下次我方回合開始前，最多觸發2次黯月的攻擊。","야미츠키의 도움으로 전장에 있는 아군 캐릭터가 혼배열에 영향을 주는 스킬을 발동한 후, 야미츠키는 전체 적에게 기본 공격($ATK:0.4)을 가한다.

 [발동 제한]: 다음 아군 턴 시작 전까지 야미츠키의 공격 최대 2회 발동."
"衝躍夏日水花，
將2個黑色魂芯轉為金色，觸發黑位角色的一魂技能。

【觸發限制】：下次自身回合開始前，本技能對同一個目標不會重複觸發。","물보라에 몸을 던져!
 흑속성 동료의 1혼스킬을 발동하고 2개의 흑색혼을 금색으로 전환한다.

[발동 제한]: 다음 자신의 턴이 시작되기 전, 본 스킬로 인해 동일한 대상의 스킬이 중복하여 발동되지 않는다."
