
##### Table #####,Adventure
t0187s5_P1_name,蜜獾狠勁
t0187s5_A1_name,喪膽威嚇
t0187s5_S1_name,惡漢風采
t0187s5_S2_name,群毆殺招
t0187s5_S3_name,碎骨重擊
t0187s5_P1_skillinfo,當目標的血量上限超過本角色血量上限的3倍時，四魂技能係數增加100%。
t0187s5_A1_skillinfo,"戰之介助陣，血量上限大於我方血量上限最大者2倍的敵方角色，於戰鬥開始時獲得永久易傷。

【易傷】：被攻擊時，每層易傷增加30%技能效果，最高3層。"
t0187s5_S1_skillinfo,"夜路冷棍難防，
獲得4回合嘲諷與4回合怒氣。

【嘲諷】：本角色成為優先被指定的目標。
【怒氣】：每層怒氣提升本角色30%的技能效果，被攻擊後增加1層，最高3層。"
t0187s5_S2_skillinfo,"夜路冷棍難防，
攻擊敵方全體($ATK:1.5)並賦予2回合易傷。

【易傷】：被攻擊時，每層易傷增加30%技能效果，最高3層。"
t0187s5_S3_skillinfo,"夜路冷棍難防，
攻擊敵方現有血量最大者($ATK:4)。"
t0187s5_r1_P1_name,蜜獾狠勁
t0187s5_r1_A1_name,喪膽威嚇
t0187s5_r1_S1_name,惡漢風采
t0187s5_r1_S2_name,群毆殺招
t0187s5_r1_S3_name,碎骨重擊
t0187s5_r1_P1_skillinfo,當目標的血量上限超過本角色血量上限的3倍時，四魂技能係數增加100%。
t0187s5_r1_A1_skillinfo,"戰之介助陣，血量上限大於我方血量上限最大者2倍的敵方角色，於戰鬥開始時獲得永久易傷。

【易傷】：被攻擊時，每層易傷增加30%技能效果，最高3層。"
t0187s5_r1_S1_skillinfo,"夜路冷棍難防，
獲得7回合嘲諷與7回合怒氣。左側獲得2個帶有怒氣的金色魂芯。

【嘲諷】：本角色成為優先被指定的目標。
【怒氣】：每層怒氣提升本角色30%的技能效果，被攻擊後增加1層，最高3層。"
t0187s5_r1_S2_skillinfo,"夜路冷棍難防，
攻擊敵方全體($ATK:2)並賦予4回合易傷。

【易傷】：被攻擊時，每層易傷增加30%技能效果，最高3層。"
t0187s5_r1_S3_skillinfo,"夜路冷棍難防，
攻擊敵方現有血量最大者($ATK:4)。"
t0187s5_r2_P1_name,蜜獾狠勁
t0187s5_r2_A1_name,喪膽威嚇
t0187s5_r2_S1_name,惡漢風采
t0187s5_r2_S2_name,群毆殺招
t0187s5_r2_S3_name,碎骨重擊
t0187s5_r2_P1_skillinfo,當目標的血量上限超過本角色血量上限的2倍時，四魂技能係數增加50%；當目標的血量上限超過本角色血量上限的3倍時，四魂技能係數增加100%。
t0187s5_r2_A1_skillinfo,"戰之介助陣，血量上限大於我方血量上限最大者2倍的敵方角色，於戰鬥開始時獲得永久易傷與弱化。

【易傷】：被攻擊時，每層易傷增加30%技能效果，最高3層。
【弱化】：每層弱化降低本角色30%的技能效果，最高3層。"
t0187s5_r2_S1_skillinfo,"夜路冷棍難防，
獲得7回合嘲諷與7回合怒氣。左側獲得2個帶有怒氣的金色魂芯。

【嘲諷】：本角色成為優先被指定的目標。
【怒氣】：每層怒氣提升本角色30%的技能效果，被攻擊後增加1層，最高3層。"
t0187s5_r2_S2_skillinfo,"夜路冷棍難防，
攻擊敵方全體($ATK:2)並賦予4回合易傷。

【易傷】：被攻擊時，每層易傷增加30%技能效果，最高3層。"
t0187s5_r2_S3_skillinfo,"夜路冷棍難防，
攻擊敵方現有血量最大者($ATK:6)。"
h0197s5_P1_name,靈動身法
h0197s5_A1_name,援護射擊
h0197s5_S1_name,直線狙擊
h0197s5_S2_name,壓制迫擊
h0197s5_S3_name,螺旋彈雨狂襲
h0197s5_P1_skillinfo,"我方回合開始時，若米蘭達沒有靈巧，獲得永久靈巧；戰鬥開始時，獲得20個子彈。
本角色的技能有機率產生爆擊，提升技能係數並改為破甲攻擊；爆擊機率為50%乘以米蘭達身上靈巧的層數。

【靈巧】：被攻擊時，每層靈巧有30%機會閃躲傷害，最高3層。
【子彈】：每次施展技能需消耗子彈，每消耗1個子彈減少1層，最高20層。"
h0197s5_A1_skillinfo,"我方角色獲得靈巧時，攻擊敵方指定角色($ATK:0.8)。

【靈巧】：被攻擊時，每層靈巧提升30%的閃避機率，最高3層。
【觸發限制】：下次我方回合開始前，本技能最多觸發3次。"
h0197s5_S1_skillinfo,"把力量交給子彈，
消耗1個子彈基礎攻擊敵方首位($ATK:0.2)。若目標行動冷卻時間為1，則使其行動冷卻時間加1；若米蘭達不足1個子彈，則重新裝填子彈，獲得5回合靈巧並清除所有金色魂芯。

【靈巧】：被攻擊時，每層靈巧提升30%的閃避機率，最高3層。
【子彈】：每次施展技能需消耗子彈，每消耗1個子彈減少1層，最高20層。"
h0197s5_S2_skillinfo,"把力量交給子彈，
消耗4個子彈基礎攻擊敵方指定角色($ATK:1)；若成功爆擊，裝填所有子彈並施展2次一魂技能；若米蘭達不足4個子彈，則重新裝填子彈，獲得5回合靈巧並清除所有金色魂芯。

【靈巧】：被攻擊時，每層靈巧提升30%的閃避機率，最高3層。
【子彈】：每次施展技能需消耗子彈，每消耗1個子彈減少1層，最高20層。"
h0197s5_S3_skillinfo,"把力量交給子彈，
消耗16個子彈基礎攻擊敵方全體($ATK:1.8)；若成功爆擊，裝填所有子彈並施展二魂技能；若米蘭達子彈不足16個，則重新裝填子彈，獲得5回合靈巧並清除所有金色魂芯。

【靈巧】：被攻擊時，每層靈巧提升30%的閃避機率，最高3層。
【子彈】：每次施展技能需消耗子彈，每消耗1個子彈減少1層，最高20層。"
h0197s5_r1_P1_name,靈動身法
h0197s5_r1_A1_name,援護射擊
h0197s5_r1_S1_name,直線狙擊
h0197s5_r1_S2_name,壓制迫擊
h0197s5_r1_S3_name,螺旋彈雨狂襲
h0197s5_r1_P1_skillinfo,"我方回合開始時，若米蘭達沒有靈巧，獲得永久靈巧；戰鬥開始時，獲得20個子彈。
本角色的技能有機率產生爆擊，提升技能係數並改為破甲攻擊；爆擊機率為50%乘以米蘭達身上靈巧的層數。
若本角色身上有20個子彈，必定爆擊。

【靈巧】：被攻擊時，每層靈巧有30%機會閃躲傷害，最高3層。
【子彈】：每次施展技能需消耗子彈，每消耗1個子彈減少1層，最高20層。"
h0197s5_r1_A1_skillinfo,"我方角色獲得靈巧時，攻擊敵方指定角色($ATK:0.8)。

【靈巧】：被攻擊時，每層靈巧提升30%的閃避機率，最高3層。
【觸發限制】：下次我方回合開始前，本技能最多觸發3次。"
h0197s5_r1_S1_skillinfo,"把力量交給子彈，
消耗1個子彈基礎攻擊敵方首位($ATK:0.4)。若目標行動冷卻時間為1，則使其行動冷卻時間加1；若米蘭達不足1個子彈，則重新裝填子彈，獲得7回合靈巧並清除所有金色魂芯。

【靈巧】：被攻擊時，每層靈巧提升30%的閃避機率，最高3層。
【子彈】：每次施展技能需消耗子彈，每消耗1個子彈減少1層，最高20層。"
h0197s5_r1_S2_skillinfo,"把力量交給子彈，
消耗4個子彈基礎攻擊敵方指定角色($ATK:1)；若成功爆擊，裝填所有子彈並施展2次一魂技能；若米蘭達不足4個子彈，則重新裝填子彈，獲得5回合靈巧並清除所有金色魂芯。

【靈巧】：被攻擊時，每層靈巧提升30%的閃避機率，最高3層。
【子彈】：每次施展技能需消耗子彈，每消耗1個子彈減少1層，最高20層。"
h0197s5_r1_S3_skillinfo,"把力量交給子彈，
消耗16個子彈基礎攻擊敵方全體($ATK:1.8)；若成功爆擊，裝填所有子彈並施展二魂技能；若米蘭達子彈不足16個，則重新裝填子彈，獲得5回合靈巧並清除所有金色魂芯。

【靈巧】：被攻擊時，每層靈巧提升30%的閃避機率，最高3層。
【子彈】：每次施展技能需消耗子彈，每消耗1個子彈減少1層，最高20層。"
h0197s5_r2_P1_name,靈動身法
h0197s5_r2_A1_name,援護射擊
h0197s5_r2_S1_name,直線狙擊
h0197s5_r2_S2_name,壓制迫擊
h0197s5_r2_S3_name,螺旋彈雨狂襲
h0197s5_r2_P1_skillinfo,"我方回合開始時，若米蘭達沒有靈巧，獲得永久靈巧；戰鬥開始時，獲得20個子彈。
本角色的技能有機率產生爆擊，提升技能係數並改為破甲攻擊；爆擊機率為50%乘以米蘭達身上靈巧的層數。
若本角色身上有20個子彈，必定爆擊。

【靈巧】：被攻擊時，每層靈巧有30%機會閃躲傷害，最高3層。
【子彈】：每次施展技能需消耗子彈，每消耗1個子彈減少1層，最高20層。"
h0197s5_r2_A1_skillinfo,"我方角色獲得靈巧時，攻擊敵方指定角色($ATK:0.9)。

【靈巧】：被攻擊時，每層靈巧提升30%的閃避機率，最高3層。
【觸發限制】：下次我方回合開始前，本技能最多觸發4次。"
h0197s5_r2_S1_skillinfo,"把力量交給子彈，
消耗1個子彈基礎攻擊敵方首位($ATK:0.4)。若目標行動冷卻時間為1，則使其行動冷卻時間加1；若米蘭達不足1個子彈，則重新裝填子彈，獲得7回合靈巧並清除所有金色魂芯。

【靈巧】：被攻擊時，每層靈巧提升30%的閃避機率，最高3層。
【子彈】：每次施展技能需消耗子彈，每消耗1個子彈減少1層，最高20層。"
h0197s5_r2_S2_skillinfo,"把力量交給子彈，
消耗4個子彈基礎攻擊敵方指定角色($ATK:1.2)；若成功爆擊，獲得2回合強化，裝填所有子彈並施展2次一魂技能；若米蘭達不足4個子彈，則重新裝填子彈，獲得7回合靈巧並清除所有金色魂芯。

【強化】：每層強化提升本角色30%的技能效果，最高3層。
【靈巧】：被攻擊時，每層靈巧提升30%的閃避機率，最高3層。
【子彈】：每次施展技能需消耗子彈，每消耗1個子彈減少1層，最高20層。"
h0197s5_r2_S3_skillinfo,"把力量交給子彈，
消耗16個子彈基礎攻擊敵方全體($ATK:2)；若成功爆擊，裝填所有子彈並施展二魂技能；若米蘭達子彈不足16個，則重新裝填子彈，獲得7回合靈巧並清除所有金色魂芯。

【靈巧】：被攻擊時，每層靈巧提升30%的閃避機率，最高3層。
【子彈】：每次施展技能需消耗子彈，每消耗1個子彈減少1層，最高20層。"
t0207s5_P1_name,承載期望
t0207s5_A1_name,賽前激勵
t0207s5_S1_name,沙瀑命令
t0207s5_S2_name,旋風突刺
t0207s5_S3_name,疾風沙皇衝刺
t0207s5_P1_skillinfo,"本角色使用魂芯時，若使用的魂芯中有怒氣，則本角色施展一魂技能1次。

【怒氣】：每層怒氣提升本角色30%的技能效果，被攻擊後增加1層，最高3層。"
t0207s5_A1_skillinfo,"黛安娜助陣，黑位角色使用魂芯時，若使用的魂芯中有怒氣，則黑位角色施展一魂技能1次。

【怒氣】：每層怒氣提升本角色30%的技能效果，被攻擊後增加1層，最高3層。"
t0207s5_S1_skillinfo,"疾馳賽道之上，
賦予敵方全體3回合易傷，並將上排中間1個魂芯轉為有怒氣的黑色魂芯。

【易傷】：被攻擊時，每層易傷增加30%技能效果，最高3層。
【怒氣】：每層怒氣提升本角色30%的技能效果，被攻擊後增加1層，最高3層。"
t0207s5_S2_skillinfo,"疾馳賽道之上，
攻擊敵方指定角色($ATK:2)，並將下排中間2個魂芯轉為有領袖的黑色魂芯。

【領袖】：每層領袖提升本角色同伴30%的技能效果，最高3層。"
t0207s5_S3_skillinfo,"疾馳賽道之上，
攻擊敵方全體($ATK:3)，若本角色有怒氣與領袖，額外觸發金位角色二魂技能。

【怒氣】：每層怒氣提升本角色30%的技能效果，被攻擊後增加1層，最高3層。
【領袖】：每層領袖提升本角色同伴30%的技能效果，最高3層。
【觸發限制】：下次自身回合開始前，不會重複觸發金位角色二魂技能。"
t0207s5_r1_P1_name,承載期望
t0207s5_r1_A1_name,賽前激勵
t0207s5_r1_S1_name,沙瀑命令
t0207s5_r1_S2_name,旋風突刺
t0207s5_r1_S3_name,疾風沙皇衝刺
t0207s5_r1_P1_skillinfo,"我方角色使用魂芯時，若使用的魂芯中有怒氣，則本角色施展一魂技能1次。

【怒氣】：每層怒氣提升本角色30%的技能效果，被攻擊後增加1層，最高3層。"
t0207s5_r1_A1_skillinfo,"黛安娜助陣，黑位角色使用魂芯時，若使用的魂芯中有怒氣，則黑位角色施展一魂技能1次。

【怒氣】：每層怒氣提升本角色30%的技能效果，被攻擊後增加1層，最高3層。"
t0207s5_r1_S1_skillinfo,"疾馳賽道之上，
賦予敵方全體6回合易傷，並將上排中間1個魂芯轉為有怒氣的黑色魂芯。

【易傷】：被攻擊時，每層易傷增加30%技能效果，最高3層。
【怒氣】：每層怒氣提升本角色30%的技能效果，被攻擊後增加1層，最高3層。"
t0207s5_r1_S2_skillinfo,"疾馳賽道之上，
攻擊敵方指定角色($ATK:2)，並將下排中間2個魂芯轉為有領袖的黑色魂芯。

【領袖】：每層領袖提升本角色同伴30%的技能效果，最高3層。"
t0207s5_r1_S3_skillinfo,"疾馳賽道之上，
攻擊敵方全體($ATK:3)，若本角色有怒氣與領袖，額外觸發金位角色二魂技能。

【怒氣】：每層怒氣提升本角色30%的技能效果，被攻擊後增加1層，最高3層。
【領袖】：每層領袖提升本角色同伴30%的技能效果，最高3層。
【觸發限制】：下次自身回合開始前，不會重複觸發金位角色二魂技能。"
t0207s5_r2_P1_name,承載期望
t0207s5_r2_A1_name,賽前激勵
t0207s5_r2_S1_name,沙瀑命令
t0207s5_r2_S2_name,旋風突刺
t0207s5_r2_S3_name,疾風沙皇衝刺
t0207s5_r2_P1_skillinfo,"我方角色使用魂芯時，若使用的魂芯中有怒氣，則本角色施展一魂技能1次。

【怒氣】：每層怒氣提升本角色30%的技能效果，被攻擊後增加1層，最高3層。"
t0207s5_r2_A1_skillinfo,"黛安娜助陣，我方角色使用魂芯時，若使用的魂芯中有怒氣，則黑位角色施展一魂技能1次。

【怒氣】：每層怒氣提升本角色30%的技能效果，被攻擊後增加1層，最高3層。"
t0207s5_r2_S1_skillinfo,"疾馳賽道之上，
賦予敵方全體6回合易傷，並將上排中間1個魂芯轉為有怒氣的黑色魂芯。

【易傷】：被攻擊時，每層易傷增加30%技能效果，最高3層。
【怒氣】：每層怒氣提升本角色30%的技能效果，被攻擊後增加1層，最高3層。"
t0207s5_r2_S2_skillinfo,"疾馳賽道之上，
攻擊敵方指定角色($ATK:3)，並將下排中間3個魂芯轉為有領袖的黑色魂芯。

【領袖】：每層領袖提升本角色同伴30%的技能效果，最高3層。"
t0207s5_r2_S3_skillinfo,"疾馳賽道之上，
攻擊敵方全體($ATK:4)，賦予我方全體3回合強化。若本角色有怒氣與領袖，額外觸發金位角色二魂技能。

【強化】：每層強化提升本角色30%的技能效果，最高3層。
【怒氣】：每層怒氣提升本角色30%的技能效果，被攻擊後增加1層，最高3層。
【領袖】：每層領袖提升本角色同伴30%的技能效果，最高3層。
【觸發限制】：下次自身回合開始前，不會重複觸發金位角色二魂技能。"
h0208s5_P1_name,熱情無限
h0208s5_A1_name,場外聲援
h0208s5_S1_name,笑吧！揮揮彩球
h0208s5_S2_name,跳吧！踢踢美腿
h0208s5_S3_name,歡呼吧！閃閃棒舞
h0208s5_P1_skillinfo,"本角色使用魂芯時，若使用的魂芯中有領袖，則本角色施展一魂技能1次。

【領袖】：每層領袖提升本角色同伴30%的技能效果，最高3層。"
h0208s5_A1_skillinfo,"貓眼助陣，金位角色使用魂芯時，若使用的魂芯中有領袖，則金位角色施展一魂技能1次。

【領袖】：每層領袖提升本角色同伴30%的技能效果，最高3層。"
h0208s5_S1_skillinfo,"笑容更勝豔陽，
賦予我方全體3回合減傷，並將上排右側1個魂芯轉為有領袖的金色魂芯。

【減傷】：被攻擊時，每層減傷降低30%技能效果，最高3層。
【領袖】：每層領袖提升本角色同伴30%的技能效果，最高3層。"
h0208s5_S2_skillinfo,"笑容更勝豔陽，
破甲攻擊敵方全體($BK:1.5)，並將下排右側1個魂芯轉為有再生的金色魂芯。

【再生】：自身回合結束時，每層再生恢復總血量的10%，最高3層，被攻擊後解除。"
h0208s5_S3_skillinfo,"笑容更勝豔陽，
治癒我方全體($HEAL:2)，若本角色有領袖與再生，額外觸發白位角色二魂技能。

【領袖】：每層領袖提升本角色同伴30%的技能效果，最高3層。
【再生】：自身回合結束時，每層再生恢復總血量的10%，最高3層，被攻擊後解除。
【觸發限制】：下次自身回合開始前，不會重複觸發白位角色二魂技能。"
h0208s5_r1_P1_name,熱情無限
h0208s5_r1_A1_name,場外聲援
h0208s5_r1_S1_name,笑吧！揮揮彩球
h0208s5_r1_S2_name,跳吧！踢踢美腿
h0208s5_r1_S3_name,歡呼吧！閃閃棒舞
h0208s5_r1_P1_skillinfo,"我方角色使用魂芯時，若使用的魂芯中有領袖，則本角色施展一魂技能1次。

【領袖】：每層領袖提升本角色同伴30%的技能效果，最高3層。"
h0208s5_r1_A1_skillinfo,"貓眼助陣，金位角色使用魂芯時，若使用的魂芯中有領袖，則金位角色施展一魂技能1次。

【領袖】：每層領袖提升本角色同伴30%的技能效果，最高3層。"
h0208s5_r1_S1_skillinfo,"笑容更勝豔陽，
賦予我方全體4回合減傷，並將上排右側1個魂芯轉為有領袖的金色魂芯。

【減傷】：被攻擊時，每層減傷降低30%技能效果，最高3層。
【領袖】：每層領袖提升本角色同伴30%的技能效果，最高3層。"
h0208s5_r1_S2_skillinfo,"笑容更勝豔陽，
破甲攻擊敵方全體($BK:1.5)，並將下排右側1個魂芯轉為有再生的金色魂芯。

【再生】：自身回合結束時，每層再生恢復總血量的10%，最高3層，被攻擊後解除。"
h0208s5_r1_S3_skillinfo,"笑容更勝豔陽，
治癒我方全體($HEAL:2)，若本角色有領袖與再生，額外觸發白位角色二魂技能。

【領袖】：每層領袖提升本角色同伴30%的技能效果，最高3層。
【再生】：自身回合結束時，每層再生恢復總血量的10%，最高3層，被攻擊後解除。
【觸發限制】：下次自身回合開始前，不會重複觸發白位角色二魂技能。"
h0208s5_r2_P1_name,熱情無限
h0208s5_r2_A1_name,場外聲援
h0208s5_r2_S1_name,笑吧！揮揮彩球
h0208s5_r2_S2_name,跳吧！踢踢美腿
h0208s5_r2_S3_name,歡呼吧！閃閃棒舞
h0208s5_r2_P1_skillinfo,"我方角色使用魂芯時，若使用的魂芯中有領袖，則本角色施展一魂技能1次。

【領袖】：每層領袖提升本角色同伴30%的技能效果，最高3層。"
h0208s5_r2_A1_skillinfo,"貓眼助陣，我方角色使用魂芯時，若使用的魂芯中有領袖，則金位角色施展一魂技能1次。

【領袖】：每層領袖提升本角色同伴30%的技能效果，最高3層。"
h0208s5_r2_S1_skillinfo,"笑容更勝豔陽，
賦予我方全體4回合減傷，並將上排右側1個魂芯轉為有領袖的金色魂芯。

【減傷】：被攻擊時，每層減傷降低30%技能效果，最高3層。
【領袖】：每層領袖提升本角色同伴30%的技能效果，最高3層。"
h0208s5_r2_S2_skillinfo,"笑容更勝豔陽，
破甲攻擊敵方全體($BK:2.5)，並將下排右側2個魂芯轉為有再生的金色魂芯。

【再生】：自身回合結束時，每層再生恢復總血量的10%，最高3層，被攻擊後解除。"
h0208s5_r2_S3_skillinfo,"笑容更勝豔陽，
治癒我方全體($HEAL:3)，若本角色有領袖與再生，額外觸發白位角色二魂技能。

【領袖】：每層領袖提升本角色同伴30%的技能效果，最高3層。
【再生】：自身回合結束時，每層再生恢復總血量的10%，最高3層，被攻擊後解除。
【觸發限制】：下次自身回合開始前，不會重複觸發白位角色二魂技能。"
h0209s5_P1_name,幻夢球技
h0209s5_A1_name,天外飛球
h0209s5_S1_name,夢遊球魂
h0209s5_S2_name,睡夢螺旋球
h0209s5_S3_name,夢之絕技．巔峰扣殺
h0209s5_P1_skillinfo,"本角色使用魂芯時，若使用的魂芯中有再生，則本角色施展一魂技能1次。

【再生】：自身回合結束時，每層再生恢復總血量的10%，最高3層，被攻擊後解除。"
h0209s5_A1_skillinfo,"諾瓦助陣，白位角色使用魂芯時，若使用的魂芯中有再生，則白位角色施展一魂技能1次。

【再生】：自身回合結束時，每層再生恢復總血量的10%，最高3層，被攻擊後解除。"
h0209s5_S1_skillinfo,"打個瞌睡打好球，
賦予自身3回合強化，並將上排左側1個魂芯轉為有再生的白色魂芯。

【強化】：每層強化提升本角色30%的技能效果，最高3層。
【再生】：自身回合結束時，每層再生恢復總血量的10%，最高3層，被攻擊後解除。"
h0209s5_S2_skillinfo,"打個瞌睡打好球，
穿透攻擊敵方指定角色($ATK:2)，並將下排左側2個魂芯轉為有怒氣的白色魂芯。

【怒氣】：每層怒氣提升本角色30%的技能效果，被攻擊後增加1層，最高3層。"
h0209s5_S3_skillinfo,"打個瞌睡打好球，
穿透攻擊敵方首位($ATK:3.5)，若本角色有怒氣與再生，額外觸發黑位角色二魂技能。

【怒氣】：每層怒氣提升本角色30%的技能效果，被攻擊後增加1層，最高3層。
【再生】：自身回合結束時，每層再生恢復總血量的10%，最高3層，被攻擊後解除。
【觸發限制】：下次自身回合開始前，不會重複觸發黑位角色二魂技能。"
h0209s5_r1_P1_name,幻夢球技
h0209s5_r1_A1_name,天外飛球
h0209s5_r1_S1_name,夢遊球魂
h0209s5_r1_S2_name,睡夢螺旋球
h0209s5_r1_S3_name,夢之絕技．巔峰扣殺
h0209s5_r1_P1_skillinfo,"我方角色使用魂芯時，若使用的魂芯中有再生，則本角色施展一魂技能1次。

【再生】：自身回合結束時，每層再生恢復總血量的10%，最高3層，被攻擊後解除。"
h0209s5_r1_A1_skillinfo,"諾瓦助陣，白位角色使用魂芯時，若使用的魂芯中有再生，則白位角色施展一魂技能1次。

【再生】：自身回合結束時，每層再生恢復總血量的10%，最高3層，被攻擊後解除。"
h0209s5_r1_S1_skillinfo,"打個瞌睡打好球，
賦予自身6回合強化，並將上排左側1個魂芯轉為有再生的白色魂芯。

【強化】：每層強化提升本角色30%的技能效果，最高3層。
【再生】：自身回合結束時，每層再生恢復總血量的10%，最高3層，被攻擊後解除。"
h0209s5_r1_S2_skillinfo,"打個瞌睡打好球，
穿透攻擊敵方指定角色($ATK:2)，並將下排左側2個魂芯轉為有怒氣的白色魂芯。

【怒氣】：每層怒氣提升本角色30%的技能效果，被攻擊後增加1層，最高3層。"
h0209s5_r1_S3_skillinfo,"打個瞌睡打好球，
穿透攻擊敵方首位($ATK:3.5)，若本角色有怒氣與再生，額外觸發黑位角色二魂技能。

【怒氣】：每層怒氣提升本角色30%的技能效果，被攻擊後增加1層，最高3層。
【再生】：自身回合結束時，每層再生恢復總血量的10%，最高3層，被攻擊後解除。
【觸發限制】：下次自身回合開始前，不會重複觸發黑位角色二魂技能。"
h0209s5_r2_P1_name,幻夢球技
h0209s5_r2_A1_name,天外飛球
h0209s5_r2_S1_name,夢遊球魂
h0209s5_r2_S2_name,睡夢螺旋球
h0209s5_r2_S3_name,夢之絕技．巔峰扣殺
h0209s5_r2_P1_skillinfo,"我方角色使用魂芯時，若使用的魂芯中有再生，則本角色施展一魂技能1次。

【再生】：自身回合結束時，每層再生恢復總血量的10%，最高3層，被攻擊後解除。"
h0209s5_r2_A1_skillinfo,"諾瓦助陣，我方角色使用魂芯時，若使用的魂芯中有再生，則白位角色施展一魂技能1次。

【再生】：自身回合結束時，每層再生恢復總血量的10%，最高3層，被攻擊後解除。"
h0209s5_r2_S1_skillinfo,"打個瞌睡打好球，
賦予自身6回合強化，並將上排左側1個魂芯轉為有再生的白色魂芯。

【強化】：每層強化提升本角色30%的技能效果，最高3層。
【再生】：自身回合結束時，每層再生恢復總血量的10%，最高3層，被攻擊後解除。"
h0209s5_r2_S2_skillinfo,"打個瞌睡打好球，
穿透攻擊敵方指定角色($ATK:2.5)，並將下排左側3個魂芯轉為有怒氣的白色魂芯。

【怒氣】：每層怒氣提升本角色30%的技能效果，被攻擊後增加1層，最高3層。"
h0209s5_r2_S3_skillinfo,"打個瞌睡打好球，
穿透攻擊敵方首位($ATK:4.5)，若本角色有怒氣與再生，額外觸發黑位角色二魂技能。

【怒氣】：每層怒氣提升本角色30%的技能效果，被攻擊後增加1層，最高3層。
【再生】：自身回合結束時，每層再生恢復總血量的10%，最高3層，被攻擊後解除。
【觸發限制】：下次自身回合開始前，不會重複觸發黑位角色二魂技能。"
h0210s5_P1_name,熱血發威
h0210s5_A1_name,鼓動戰意
h0210s5_S1_name,暖身小酌
h0210s5_S2_name,激流砲擊
h0210s5_S3_name,浩瀚水瀑大噴發
h0210s5_P1_skillinfo,若操作區有正面狀態的魂芯數量大於等於6，使用任意魂芯時，本角色施展四魂技能並移除所有白色魂芯。
h0210s5_A1_skillinfo,傑羅姆助陣，提升黑位角色與白位角色20%技能係數。
h0210s5_S1_skillinfo,"沖散賽場的惡意，
治癒自身與我方指定角色($HEAL:0.9)，我方指定角色魂芯移除易傷，賦予我方指定角色4個沒有狀態的魂芯減傷。

【易傷】：被攻擊時，每層易傷增加30%技能效果，最高3層。
【減傷】：被攻擊時，每層減傷降低30%技能效果，最高3層。"
h0210s5_S2_skillinfo,"沖散賽場的惡意，
賦予全體敵方6回合易傷，我方指定角色魂芯移除弱化，賦予我方指定角色4個沒有狀態的魂芯強化。

【易傷】：被攻擊時，每層易傷增加30%技能效果，最高3層。
【弱化】：每層弱化降低本角色30%的技能效果，最高3層。
【強化】：每層強化提升本角色30%的技能效果，最高3層。"
h0210s5_S3_skillinfo,"沖散賽場的惡意，
攻擊敵方全體($ATK:1.5)，並移除敵方全體所有正面狀態。"
h0210s5_r1_P1_name,熱血發威
h0210s5_r1_A1_name,鼓動戰意
h0210s5_r1_S1_name,暖身小酌
h0210s5_r1_S2_name,激流砲擊
h0210s5_r1_S3_name,浩瀚水瀑大噴發
h0210s5_r1_P1_skillinfo,若操作區有正面狀態的魂芯數量大於等於4，使用任意魂芯時，本角色施展四魂技能並移除所有白色魂芯。
h0210s5_r1_A1_skillinfo,傑羅姆助陣，提升黑位角色與白位角色20%技能係數。
h0210s5_r1_S1_skillinfo,"沖散賽場的惡意，
治癒自身與我方指定角色($HEAL:0.9)，我方指定角色魂芯移除易傷，賦予我方指定角色4個沒有狀態的魂芯減傷。

【易傷】：被攻擊時，每層易傷增加30%技能效果，最高3層。
【減傷】：被攻擊時，每層減傷降低30%技能效果，最高3層。"
h0210s5_r1_S2_skillinfo,"沖散賽場的惡意，
賦予全體敵方6回合2層易傷，我方指定角色魂芯移除弱化，賦予我方指定角色4個沒有狀態的魂芯強化。

【易傷】：被攻擊時，每層易傷增加30%技能效果，最高3層。
【弱化】：每層弱化降低本角色30%的技能效果，最高3層。
【強化】：每層強化提升本角色30%的技能效果，最高3層。"
h0210s5_r1_S3_skillinfo,"沖散賽場的惡意，
攻擊敵方全體($ATK:1.5)，並移除敵方全體所有正面狀態。"
h0210s5_r2_P1_name,熱血發威
h0210s5_r2_A1_name,鼓動戰意
h0210s5_r2_S1_name,暖身小酌
h0210s5_r2_S2_name,激流砲擊
h0210s5_r2_S3_name,浩瀚水瀑大噴發
h0210s5_r2_P1_skillinfo,若操作區有正面狀態的魂芯數量大於等於4，使用任意魂芯時，本角色施展四魂技能並移除所有白色魂芯。
h0210s5_r2_A1_skillinfo,傑羅姆助陣，提升黑位角色與白位角色25%技能係數。
h0210s5_r2_S1_skillinfo,"沖散賽場的惡意，
治癒自身與我方指定角色($HEAL:1.1)，我方指定角色魂芯移除易傷，賦予我方指定角色4個沒有狀態的魂芯減傷。

【易傷】：被攻擊時，每層易傷增加30%技能效果，最高3層。
【減傷】：被攻擊時，每層減傷降低30%技能效果，最高3層。"
h0210s5_r2_S2_skillinfo,"沖散賽場的惡意，
賦予全體敵方6回合2層易傷，我方指定角色魂芯移除弱化，賦予我方指定角色4個沒有狀態的魂芯強化。

【易傷】：被攻擊時，每層易傷增加30%技能效果，最高3層。
【弱化】：每層弱化降低本角色30%的技能效果，最高3層。
【強化】：每層強化提升本角色30%的技能效果，最高3層。"
h0210s5_r2_S3_skillinfo,"沖散賽場的惡意，
攻擊敵方全體($ATK:2)，並移除敵方全體所有正面狀態。"
h0190s3_P1_name,撕裂羽刃
h0190s3_A1_name,青黑羽瀑
h0190s3_S1_name,飛羽
h0190s3_S2_name,驅魘羽刃
